SKU;Total Cost;Stockout Rate;Alpha Service Level;Beta Service Level;Average Inventory Level;Stock Coverage (days)
QNZY95LQR;9604,95;0,0;100,0;100,0;1805,53;76,39
QOCE07MJY;153397,23;0,0;100,0;100,0;3431,38;6,6
QPEP34AUY;33538,71;0,0;100,0;100,0;5098,73;23,89
QPHB74DRB;31769,91;0,0;100,0;100,0;834,63;17,04
QPKZ26QKR;338952,4;0,0;100,0;100,0;4692,85;16,09
QPOO47NWY;102217,32;0,0;100,0;100,0;1103,67;7,88
QRKI37UKH;19889,5;0,0;100,0;100,0;942,15;13,8
QSAR41GKP;13677,78;0,0;100,0;100,0;1394,55;86,5
QSFI73EHC;9,03;0,0;100,0;100,0;2431,78;86,17
QSFM55YRX;68083,84;0,0;100,0;100,0;1193,83;8,38
QSOF73TBC;3969,99;0,0;100,0;100,0;873,74;720,83
QSYH24CQB;9321,08;0,0;100,0;100,0;481,41;28,04
QTQQ18STC;19642,61;6,16;99,49;93,84;528,97;24,82
QTVP34KGG;76283,0;0,0;100,0;100,0;1615,21;9,17
QUFK62CBN;4909,26;0,0;100,0;100,0;705,05;101,16
QURP24BCZ;4215,54;0,0;100,0;100,0;318,52;45,9
QUYF81ZTD;12707,79;0,0;100,0;100,0;602,15;16,55
QVEN95FQS;67771,69;0,0;100,0;100,0;1277,56;14,89
QVET18CQH;9600,83;0,0;100,0;100,0;416,44;13,47
QVIC18WQB;378805,59;0,0;100,0;100,0;1729,87;11,32
QVKL14FRX;21267,87;0,0;100,0;100,0;1042,72;14,68
QVVF88YKC;6938,16;0,0;100,0;100,0;261,01;23,75
QWEV20OGI;0,05;0,0;100,0;100,0;12,63;16,67
QWMH94MOS;12774,17;0,0;100,0;100,0;1382,37;76,67
QWMU99ZJU;50468,69;0,0;100,0;100,0;2913,79;12,01
QXDM72XDH;137591,28;0,0;100,0;100,0;1467,95;5,68
QXLI12HEF;4010,56;0,0;100,0;100,0;486,28;41,77
QXNY62CAT;12673,75;0,0;100,0;100,0;7065,11;29,27
QZRC62ZAR;2219,92;0,0;100,0;100,0;251,01;31,86
RBQF01BID;0,0;0,0;100,0;100,0;1,12;37,0
RBZM41MRT;85303,12;0,0;100,0;100,0;920,4;10,21
RCQV17PQZ;183018,5;0,0;100,0;100,0;966,67;9,14
RCVZ50CQS;16872,35;0,0;100,0;100,0;1090,63;30,68
RDDC35ZPD;7925,01;0,0;100,0;100,0;2703,64;72,93
RDSE90QON;139669,93;0,0;100,0;100,0;2172,46;5,82
REBD40JGD;365271,91;0,0;100,0;100,0;52863,04;9,26
RFHD44BLL;2100,76;0,0;100,0;100,0;1370,82;532,2
RFIU95FKX;5224,03;0,0;100,0;100,0;285,27;142,64
RFKT10XUU;21701,27;0,0;100,0;100,0;903,07;29,98
RFNP40JMM;23796,45;0,0;100,0;100,0;1232,16;12,28
RFRN99JDV;21130,94;3,29;98,48;96,71;342,62;12,4
RFRW91JQI;5552,03;0,0;100,0;100,0;569,07;29,87
RFWB96ZBO;79241,96;0,0;100,0;100,0;893,16;8,35
RFYV28LSE;170172,14;0,0;100,0;100,0;1734,09;6,29
RHKP67BIT;16314,85;0,0;100,0;100,0;633,66;18,51
RHPC77DDZ;31224,1;0,0;100,0;100,0;872,75;11,19
RHPH31ZAW;37754,73;0,0;100,0;100,0;1115,41;6,62
RLTT30QZQ;133042,99;0,0;100,0;100,0;1660,48;10,38
RMEO10IDD;31450,81;0,0;100,0;100,0;1043,78;19,97
RMRT61OGN;27008,87;0,0;100,0;100,0;976,47;22,66
RNLT07BZT;214252,09;0,0;100,0;100,0;23605,33;13,56
RNPD00TJP;48018,74;0,0;100,0;100,0;6389,12;11,39
RNYZ69VWX;70,62;0,0;100,0;100,0;71,32;320,93
ROEA65EKL;77357,52;0,0;100,0;100,0;2214,02;8,87
ROSZ84SVQ;15541,61;0,0;100,0;100,0;3423,94;70,01
RPHN38GZM;9984,7;0,0;100,0;100,0;334,47;16,2
RPXH65UOY;131924,8;0,0;100,0;100,0;1884,75;9,49
RRDX20HSX;44570,3;0,0;100,0;100,0;953,99;8,27
RRLE81TIJ;109,27;0,0;100,0;100,0;6842,05;85,2
RSKP89VRV;12936,63;0,0;100,0;100,0;638,44;35,47
RTCK77LJY;299709,42;0,0;100,0;100,0;12839,92;9,52
RTGZ03PJZ;33738,48;0,0;100,0;100,0;1086,27;7,6
RTKR55RVC;14280,33;0,0;100,0;100,0;166,06;15,25
RTNB80BXR;6452,66;0,0;100,0;100,0;381,27;49,83
RUSY71UCC;193162,38;0,0;100,0;100,0;3572,7;10,14
RVGI69QBH;3794,38;0,0;100,0;100,0;718,27;97,74
RWMR86BVE;947925,25;0,0;100,0;100,0;153004,67;7,82
RXGJ59LBU;90560,72;0,0;100,0;100,0;670,11;11,24
RYFU49ZQL;38917,98;0,0;100,0;100,0;1398,1;7,75
RYMM02JSD;183910,94;0,0;100,0;100,0;3931,93;9,69
RYWP59HRF;16591,3;0,0;100,0;100,0;401,45;21,32
SATU94FJU;19405,1;1,19;99,49;98,81;3223,03;79,14
SBYE42KWB;4093,97;0,0;100,0;100,0;455,74;42,87
SCEC37IHC;28840,32;0,0;100,0;100,0;791,47;8,56
SDXR03CJM;49667,31;6,72;98,99;93,28;3491,99;18,16
SFNF33VEA;54469,94;2,27;98,48;97,73;719,33;11,57
SFTY06EHX;155232,36;0,0;100,0;100,0;706,43;7,75
SFVG67HOA;110037,8;0,0;100,0;100,0;1279,76;8,28
SFZF48FFF;8536,28;0,0;100,0;100,0;954,44;52,61
SGPW86DNX;9713,56;0,0;100,0;100,0;534,34;18,24
SGZY18LHD;119172,12;0,0;100,0;100,0;1828,06;52,07
SHNA76NKD;106286,79;0,0;100,0;100,0;2221,29;14,78
SHZF73GEU;69340,35;0,0;100,0;100,0;1084,47;19,41
SITQ34BIU;5970,89;0,0;100,0;100,0;306,94;17,45
SIWE54BWL;70414,63;0,0;100,0;100,0;2548,15;8,01
SIXB85VXI;141976,23;0,0;100,0;100,0;2013,65;7,76
SJEO87YLD;35350,63;0,0;100,0;100,0;878,07;9,29
SJIR38UOQ;74429,64;0,0;100,0;100,0;1065,12;11,51
SJWY69YWU;44352,21;2,17;98,99;97,83;506,06;9,06
SJZB75URG;0,02;0,0;100,0;100,0;13,58;5,89
SKCG11ZFH;73180,79;0,0;100,0;100,0;838,29;10,41
SKGP93UFT;90372,63;0,0;100,0;100,0;466,02;15,39
SLDR26WLL;318772,45;0,0;100,0;100,0;27278,42;10,01
SLKH72NWZ;102484,63;0,0;100,0;100,0;3946,65;17,3
SLUJ39XEO;122317,67;0,0;100,0;100,0;1817,9;10,97
SMUE50WJP;6639,64;0,0;100,0;100,0;390,61;117,18
SMUP91GOP;2916,13;0,0;100,0;100,0;374,79;58,07
SNUJ77GRX;9805,41;0,0;100,0;100,0;217,36;26,04
SPHY20VZB;118115,18;0,19;99,49;99,81;10330,13;13,48
SPTI10MOZ;94429,87;0,0;100,0;100,0;2417,93;11,13
SQNX07KFL;20608,29;0,0;100,0;100,0;420,12;30,24
SRKU40UIY;97658,29;0,0;100,0;100,0;564,48;8,97
SRVK02SRB;1620,41;0,0;100,0;100,0;230,89;158,74
SSBI86AKQ;52892,11;0,0;100,0;100,0;889,27;11,71
SSFS75DVD;36506,71;0,0;100,0;100,0;1080,1;20,53
STWE89ZSK;11671,54;0,0;100,0;100,0;234,18;19,99
SUFW78HDG;342326,14;0,0;100,0;100,0;19272,51;18,52
SUMF86LVN;351,76;0,0;100,0;100,0;66,37;136,89
SUNE99ICB;7542,17;0,0;100,0;100,0;791,26;55,36
SUVU33MZB;126654,28;0,0;100,0;100,0;2136,32;9,05
SUVU36RJS;15434,58;0,0;100,0;100,0;424,27;14,23
SUWS30NNW;45499,98;0,0;100,0;100,0;328,1;13,36
SVBA60QWO;4336,79;0,0;100,0;100,0;722,26;92,38
SVIU22BOP;10668,04;0,0;100,0;100,0;355,0;78,1
SWDT98SLX;1519,93;0,0;100,0;100,0;460,73;60,82
SWMC79DDX;66712,16;0,0;100,0;100,0;4969,25;103,85
SWRJ43PWC;121344,56;0,0;100,0;100,0;581,26;13,71
SXDU70KPB;29211,4;0,77;99,49;99,23;931,51;11,3
SXGY87DCN;2660,07;0,0;100,0;100,0;239,18;15,52
SXKC37WVO;21371,51;0,0;100,0;100,0;1346,33;17,44
SYGV77BZR;4374,39;0,0;100,0;100,0;913,78;121,27
SYJJ43YJY;177454,81;0,0;100,0;100,0;3231,95;8,23
SYYY06RBS;4216,77;0,0;100,0;100,0;356,91;42,22
SZYM37OEA;86450,23;0,0;100,0;100,0;1105,09;7,3
TAFI57PNS;44446,37;0,0;100,0;100,0;2073,22;8,22
TBRP94APL;3975,99;0,0;100,0;100,0;365,49;15,36
TBUC93IQV;19434,3;2,61;98,48;97,39;387,42;20,03
TBUT34GHQ;68939,35;0,0;100,0;100,0;15405,32;70,84
TCAT17SBM;126617,75;0,0;100,0;100,0;9471,08;15,01
TCCQ61EFF;758,23;0,0;100,0;100,0;216,43;87,46
TCMP09HLF;125697,4;0,0;100,0;100,0;1495,99;6,75
TCYS21XMB;80709,21;0,0;100,0;100,0;876,88;6,09
TDDJ49HOQ;1467843,52;0,0;100,0;100,0;163295,3;10,58
TDID38XBP;111920,58;11,98;97,47;88,02;8024,9;18,02
TDRF57ZZV;73146,1;0,0;100,0;100,0;1228,97;8,71
TDUD88VNN;2505,05;22,22;96,97;77,78;32,01;11,0
TEPO39YNM;32834,7;0,0;100,0;100,0;529,21;9,84
TETH66TIA;2914,34;0,0;100,0;100,0;460,25;54,24
TFLS53NVL;105926,43;0,0;100,0;100,0;2461,83;9,18
TGBX26ADI;3277,16;0,0;100,0;100,0;1279,8;79,69
TGPM78EZN;13222,44;0,0;100,0;100,0;810,33;38,07
TGTG47WSP;23676,37;0,0;100,0;100,0;402,03;10,11
TGXK53CJL;30342,2;0,0;100,0;100,0;760,52;226,1
THBX09CMD;1923,74;0,0;100,0;100,0;213,69;62,04
THGT75MGJ;4227,54;0,0;100,0;100,0;1753,58;70,23
TJYT91QAT;189329,47;0,0;100,0;100,0;1541,41;9,83
TKCD29VJP;24857,02;0,0;100,0;100,0;641,64;17,24
TKIS03YUJ;29647,67;0,6;99,49;99,4;600,93;7,4
TLTH99XSQ;104588,28;0,0;100,0;100,0;1156,37;12,43
TLXX56RHV;13293,18;0,0;100,0;100,0;711,19;85,24
TMKB60FXY;50324,87;0,0;100,0;100,0;3081,77;13,57
TNWM98EUF;7260,22;0,0;100,0;100,0;842,65;137,66
TOAD80FMN;9972,85;1,32;98,99;98,68;1101,65;25,79
TOMI82OSP;14756,28;0,0;100,0;100,0;1008,21;46,47
TPDD98FBK;13976,14;0,0;100,0;100,0;280,21;11,04
TPPP81QTS;78569,31;0,0;100,0;100,0;1081,09;9,08
TPRX29BZA;119570,28;0,0;100,0;100,0;1771,47;8,25
TPYY95JQZ;83891,73;0,0;100,0;100,0;1545,97;7,55
TPZF75VDN;42299,58;0,0;100,0;100,0;2565,61;26,91
TQBL17UUZ;5717,8;0,0;100,0;100,0;2773,39;116,44
TQLU60KDN;35182,26;0,0;100,0;100,0;1384,77;7,51
TQOX21ZKN;154958,46;0,62;98,99;99,38;4285,52;14,06
TRKK07TKT;128048,89;0,0;100,0;100,0;6684,46;12,44
TTAY57NAO;57400,96;0,0;100,0;100,0;1516,46;9,9
TTCM99IHU;63674,27;0,0;100,0;100,0;1532,89;19,07
TTWC67PAM;6634,32;0,0;100,0;100,0;877,61;128,72
TUAA01OUK;27468,77;0,0;100,0;100,0;1032,97;25,51
TULN35NJM;1392,85;0,0;100,0;100,0;470,28;92,47
TUXU97NFG;71395,21;0,0;100,0;100,0;1344,98;9,92
TVJY51MSQ;225311,46;0,0;100,0;100,0;6019,18;18,37
TVTQ73RFS;48350,94;0,0;100,0;100,0;624,53;8,98
TVUP26XLW;6170,52;0,0;100,0;100,0;312,87;25,31
TWDP65AIX;7741,72;0,0;100,0;100,0;1479,47;59,73
TWRF20YGC;14438,4;0,0;100,0;100,0;688,08;48,73
TWRY85LFJ;15637,1;0,0;100,0;100,0;2790,32;47,51
TXIB59UAE;38634,75;0,0;100,0;100,0;1321,34;6,16
TXTS73MAU;175772,45;0,0;100,0;100,0;1664,52;11,44
TYHY95VHF;3148,46;0,0;100,0;100,0;493,09;82,18
TYWY16DEO;529255,01;0,0;100,0;100,0;56792,67;25,28
TZTR28FEY;7390,36;0,0;100,0;100,0;932,09;56,49
TZUP73BTI;248850,96;0,0;100,0;100,0;1238,74;9,52
UAGX12RJV;95905,11;0,0;100,0;100,0;3107,46;29,09
UDHX89MHN;88077,74;0,0;100,0;100,0;1371,68;10,39
UEEZ93SMW;4157,47;25,81;97,98;74,19;142,23;33,65
UESX36GHC;65196,69;0,0;100,0;100,0;1273,27;12,3
UGQR96OVL;110245,19;0,0;100,0;100,0;3466,08;9,87
UHAT15XQT;102873,18;0,0;100,0;100,0;1715,26;9,39
UIOZ53QBD;66618,31;0,0;100,0;100,0;822,25;11,11
UKKS91HVP;8009,13;0,0;100,0;100,0;1594,18;355,46
UKNV37ULA;28576,37;0,0;100,0;100,0;452,57;9,19
ULMN48IAA;73583,73;0,0;100,0;100,0;1091,17;23,35
ULUG71AAX;44873,57;0,49;99,49;99,51;3585,97;23,3
UMGM77DWG;20498,47;0,0;100,0;100,0;1435,91;10,79
UMMI66YVH;887,04;0,0;100,0;100,0;28,02;23,12
UOGR54AJJ;83989,28;0,37;99,49;99,63;4081,72;6,35
UOIW32FZD;39389,64;0,0;100,0;100,0;967,92;20,15
UORD98SGJ;3499,28;1,04;99,49;98,96;222,24;76,4
UPAY35SQS;69869,17;0,0;100,0;100,0;2538,33;16,4
UPPY33BBQ;10208,79;0,0;100,0;100,0;1060,51;60,43
UPPY88MFL;134925,48;0,0;100,0;100,0;2084,18;6,32
UPWF73OTK;17790,87;0,0;100,0;100,0;537,7;25,06
UPXJ58SPR;1083256,95;0,0;100,0;100,0;39972,17;8,09
URKT52PJR;8951,14;0,0;100,0;100,0;511,38;53,07
USHX06KKA;30863,61;0,0;100,0;100,0;396,52;9,5
UTNA37DNE;32447,22;0,0;100,0;100,0;1385,81;10,44
UUMC36RRN;222908,56;0,0;100,0;100,0;3248,29;7,37
UVAB60CVK;55842,14;0,47;99,49;99,53;2354,56;31,14
UVKF24HZF;13531,57;0,0;100,0;100,0;1277,16;14,71
UVKQ34ZZT;172586,26;0,0;100,0;100,0;3507,69;8,08
UWKY91JYO;44445,24;0,0;100,0;100,0;3616,23;19,67
UWOH01FWF;44895,8;0,0;100,0;100,0;970,17;13,71
UWPN18IQT;7249,88;0,0;100,0;100,0;949,03;198,22
UXKW21WFB;137195,94;0,0;100,0;100,0;2730,47;8,9
UZPU09HXC;22110,81;0,0;100,0;100,0;966,97;45,59
UZZD93BCK;144599,02;0,0;100,0;100,0;2855,03;14,12
VAEF20KVP;59263,51;0,0;100,0;100,0;1014,55;8,11
VAJM98BAR;144155,72;1,2;98,48;98,8;2968,84;9,14
VAOC41LXO;8869,73;0,0;100,0;100,0;1067,67;29,57
VBQC01EWD;30610,64;0,0;100,0;100,0;370,28;16,53
VCAO88HDJ;5537,78;0,0;100,0;100,0;701,38;64,62
VCKQ12PEJ;2079610,94;0,0;100,0;100,0;78241,01;9,14
VCPQ11DNR;1464531,83;0,0;100,0;100,0;264747,93;8,05
VCTZ45TLC;63719,06;0,0;100,0;100,0;1421,43;11,48
VDGZ74BQO;9756,86;0,0;100,0;100,0;980,05;19,4
VDPF77AET;18703,09;0,0;100,0;100,0;241,92;38,47
VDPQ65JML;34823,55;0,0;100,0;100,0;2998,6;17,48
VEQW28XFQ;117580,82;0,0;100,0;100,0;5237,41;10,28
VEZU16UAO;319938,83;0,0;100,0;100,0;3092,49;5,65
VFIH43FUI;20923,14;0,0;100,0;100,0;492,42;18,06
VFVS31SRI;30875,43;0,0;100,0;100,0;630,73;30,47
VFXE99TCX;61626,16;0,0;100,0;100,0;970,2;11,8
VGUO76EGN;3217,02;0,0;100,0;100,0;220,28;47,2
VGZQ62MFR;41706,54;0,0;100,0;100,0;1263,23;12,97
VHNG92NPQ;12031,25;0,0;100,0;100,0;469,62;26,79
VHRD63MRQ;331690,37;0,27;99,49;99,73;19025,25;8,56
VJFY24YVG;13154,74;0,0;100,0;100,0;555,1;90,98
VJXA46YJV;172098,44;12,53;95,96;87,47;8153,58;22,33
VJYA77ZKL;38301,23;0,0;100,0;100,0;1275,93;19,99
VKKA83MYR;59305,7;0,0;100,0;100,0;1285,06;8,68
VKMT02NLP;31609,22;0,0;100,0;100,0;700,55;71,35
VKPR75SMT;17018,03;0,0;100,0;100,0;553,39;18,79
VLIZ23PWT;19345,62;0,0;100,0;100,0;685,45;23,81
VMHG33HXP;10007,11;0,0;100,0;100,0;123,4;10,46
VMLY44FVA;8788,82;0,0;100,0;100,0;629,82;59,21
VMQQ77ZOV;18338,67;0,0;100,0;100,0;486,61;10,69
VMXT58OKC;56234,54;0,0;100,0;100,0;5337,35;23,17
VNCX04AYB;63822,36;0,0;100,0;100,0;5761,86;30,58
VNDD37YKZ;109804,06;0,0;100,0;100,0;11164,94;18,33
VNER88KYI;603088,82;0,0;100,0;100,0;98903,36;17,56
VNMF29GQJ;319105,62;0,0;100,0;100,0;3776,22;9,26
VNVO27LXT;14114,47;0,0;100,0;100,0;805,27;32,86
VPOL68LNP;122854,15;11,77;96,46;88,23;3962,45;17,18
VQJA05QTF;20857,24;0,0;100,0;100,0;748,61;34,24
VRLE03HDN;22658,62;0,0;100,0;100,0;669,85;18,94
VRPX18MSY;50057,52;0,0;100,0;100,0;1063,02;13,06
VSGT86SPB;34519,16;0,0;100,0;100,0;575,64;17,46
VSYL05XGX;1060,01;0,0;100,0;100,0;323,15;888,67
VTMM90FNA;0,2;0,0;100,0;100,0;15,42;33,93
VVPF83DQE;12326,33;0,0;100,0;100,0;485,67;32,38
VVTH52ENP;2926,3;0,0;100,0;100,0;1011,5;101,46
VWBX47QRS;86838,76;0,0;100,0;100,0;3601,72;18,81
VWLU97PHY;25318,22;0,0;100,0;100,0;729,77;35,8
VXHH54HHZ;23557,12;0,0;100,0;100,0;256,08;8,62
VXVN17OEW;137,85;0,0;100,0;100,0;1722,18;100,77
VXYV20MFP;111081,29;0,0;100,0;100,0;520,53;7,66
VZXK37PGT;15426,65;11,96;96,97;88,04;407,47;10,6
WAMC06ZZR;31137,43;0,0;100,0;100,0;646,69;14,35
WAON76OCZ;9660,63;0,0;100,0;100,0;1045,3;47,47
WCCG39SGJ;17959,35;0,0;100,0;100,0;782,02;29,08
WCNM16COQ;25644,23;0,0;100,0;100,0;866,71;9,56
WEGX88XCD;500438,64;0,0;100,0;100,0;16088,82;6,39
WEMQ64JZW;256937,93;5,11;98,48;94,89;15233,06;8,76
WEQO35JQF;34890,83;0,0;100,0;100,0;1362,83;16,14
WERK56LLN;15343,19;4,39;96,97;95,61;482,74;20,56
WFBB66HWF;66318,36;0,0;100,0;100,0;735,67;28,83
WFEJ46DYX;9347,57;0,0;100,0;100,0;2192,48;42,39
WFTG45HGB;107571,44;0,0;100,0;100,0;1487,68;17,4
WGBN92WST;101340,19;0,0;100,0;100,0;935,27;7,5
WGEI02BFP;113733,73;0,0;100,0;100,0;999,13;8,16
WHBL52SNT;20708,03;0,0;100,0;100,0;504,91;16,88
WHFO98CBT;75702,29;0,0;100,0;100,0;781,04;9,71
WHKB94GJB;22905,1;0,0;100,0;100,0;666,52;15,13
WIZO10EPL;142504,49;0,0;100,0;100,0;1813,01;8,73
WJLI31DHL;19965,68;0,0;100,0;100,0;784,16;38,32
WJNJ41QMC;45012,9;0,0;100,0;100,0;3916,18;21,16
WJNT51AMA;76501,61;0,0;100,0;100,0;7322,38;22,56
WJPY55QVB;523344,07;0,0;100,0;100,0;75119,66;8,94
WLCA21RPR;237257,69;0,0;100,0;100,0;4705,77;8,81
WLFM36VBX;17,98;0,0;100,0;100,0;460,61;115,15
WLFP10LFG;19324,01;0,0;100,0;100,0;558,24;22,83
WLNB78SAN;15512,34;0,0;100,0;100,0;481,06;19,03
WMDB07SPB;192982,35;0,0;100,0;100,0;4344,98;10,34
WMDL15NGL;107253,76;0,0;100,0;100,0;1061,76;13,3
WMDT13YIA;25017,95;0,0;100,0;100,0;626,71;8,48
WMEE22MAN;668309,17;0,0;100,0;100,0;39252,65;10,17
WMNM97UWP;85987,89;0,0;100,0;100,0;647,91;8,54
WMOR31GBK;41288,76;0,0;100,0;100,0;734,21;18,45
WNKP07NXO;48953,75;0,0;100,0;100,0;907,28;6,34
WOIJ95CMV;22860,35;0,0;100,0;100,0;902,73;48,73
WPCW36EXB;15436,59;0,0;100,0;100,0;1626,59;13,16
WPXA43ZIE;129489,92;0,0;100,0;100,0;792,01;9,57
WRAV09HIQ;71051,15;0,0;100,0;100,0;3087,04;26,94
WRCW69WHA;137289,33;0,0;100,0;100,0;2370,62;8,95
WRDC21OHZ;30180,1;3,56;98,99;96,44;2949,15;15,74
WRQB62IPW;6599,46;0,0;100,0;100,0;1178,87;530,49
WRQN30ZRV;27538,62;0,0;100,0;100,0;258,36;32,13
WSKC91CGX;10156,47;0,0;100,0;100,0;448,66;21,15
WWAS66LVO;106908,04;0,0;100,0;100,0;1543,03;5,84
WXYE15FCZ;5216,34;0,0;100,0;100,0;152,04;49,51
WYKF62EEV;27129,03;0,0;100,0;100,0;504,51;17,7
WYOF97JMD;67111,25;5,75;98,99;94,25;1348,61;7,77
WYRN17UKQ;5415,51;0,0;100,0;100,0;1126,33;256,34
WZDU50ODQ;11242,48;0,0;100,0;100,0;425,06;23,75
WZMX43SQL;198315,06;0,0;100,0;100,0;1820,63;8,58
XAGA79NPV;35235,35;0,0;100,0;100,0;1121,16;12,96
XAGC02NKC;22146,74;0,0;100,0;100,0;504,29;24,09
XAKX37DSH;17036,77;0,0;100,0;100,0;1676,65;15,08
XBOZ61NGL;2000,49;0,0;100,0;100,0;265,41;43,57
XBVM33BFK;158238,61;0,0;100,0;100,0;1976,01;7,19
XCMA86QNI;174603,83;0,0;100,0;100,0;1267,31;10,5
XCPE58EOM;753,85;0,0;100,0;100,0;42,16;23,32
XCZH16DYT;9244,43;0,0;100,0;100,0;3843,41;241,59
XDQL32GCN;8525,69;0,0;100,0;100,0;513,38;101,65
XESF19QOL;207074,95;0,7;98,99;99,3;5259,37;14,46
XEXX13LVG;15041,45;0,0;100,0;100,0;1094,67;106,25
XFSS86ENP;350097,71;0,0;100,0;100,0;42321,39;9,03
XGBN67XBS;0,39;0,0;100,0;100,0;30,02;121,29
XGKR86GEO;3426,64;0,0;100,0;100,0;465,15;204,67
XHTK76QAK;64562,24;0,0;100,0;100,0;816,51;11,51
XIIH75ZKM;27,16;0,0;100,0;100,0;403,21;424,66
XIQQ11DFL;75453,79;0,0;100,0;100,0;1115,63;6,88
XLBB96LQB;94568,85;0,6;99,49;99,4;8663,45;7,14
XLPH35HHT;68793,83;0,0;100,0;100,0;2621,53;9,26
XLQC26ZHC;270392,24;0,0;100,0;100,0;16672,03;9,05
XLQS11ZKD;14620,72;0,0;100,0;100,0;378,88;16,15
XMBY37ZYQ;12078,21;0,0;100,0;100,0;2113,21;132,2
XMFY42NTR;31553,71;9,47;97,47;90,53;1521,51;10,57
XMPF04PDF;2376,11;0,0;100,0;100,0;435,6;111,72
XMWI66RQU;254742,23;0,0;100,0;100,0;443,86;4,91
XNGH02RHN;9374,05;0,0;100,0;100,0;161,03;12,86
XNJO25EKM;62385,55;0,0;100,0;100,0;5473,06;26,56
XNVP51APW;32029,52;0,0;100,0;100,0;4213,36;19,92
XOAP26UJM;9067,15;0,0;100,0;100,0;839,58;88,24
XOOL57JJV;114579,63;0,0;100,0;100,0;28973,92;142,56
XPGW87THZ;171157,78;0,0;100,0;100,0;6373,42;11,33
XPVH47FTK;97220,04;0,0;100,0;100,0;2278,74;13,24
XPWX68SNJ;20967,65;0,0;100,0;100,0;654,73;25,51
XQKF27KMA;8966,93;0,0;100,0;100,0;794,73;9,46
XQUC50NXC;128548,04;0,0;100,0;100,0;11584,92;34,5
XQZP51OET;84871,91;0,0;100,0;100,0;8180,99;16,69
XSHX91DTM;7101,26;0,0;100,0;100,0;763,94;144,89
XTNP80BTF;87565,97;0,0;100,0;100,0;1041,81;22,35
XUQS98NZP;55120,96;0,0;100,0;100,0;944,94;12,51
XUVV41MLB;29023,53;0,0;100,0;100,0;1636,21;16,31
XUZZ14ZDP;147610,27;0,0;100,0;100,0;24530,97;16,61
XWYZ22YSM;287070,38;0,0;100,0;100,0;5646,87;8,83
XXAK75IJO;110472,43;0,0;100,0;100,0;924,44;6,11
XXJJ71TAV;44207,4;0,0;100,0;100,0;4430,05;23,38
XZFP32TTX;9367,39;0,0;100,0;100,0;681,44;62,7
YACY00BTH;137507,7;0,0;100,0;100,0;6336,31;8,81
YAIT16NAA;98342,42;0,0;100,0;100,0;5103,12;12,18
YBGR62EID;18618,67;0,0;100,0;100,0;804,35;22,59
YBIF35VSN;7432,11;0,0;100,0;100,0;1226,62;34,61
YBXA90GPT;79954,85;0,0;100,0;100,0;7912,75;29,0
YDAS10QVH;12037,91;0,0;100,0;100,0;867,68;38,52
YDCO38ZBK;12686,95;14,44;97,98;85,56;245,3;11,24
YDCT98KJG;100433,72;0,0;100,0;100,0;2488,8;11,96
YDGA40PLB;32359,08;0,0;100,0;100,0;376,78;10,04
YEIW32KNI;6,29;0,0;100,0;100,0;113,64;535,71
YEKB64BDP;259337,82;0,0;100,0;100,0;2030,34;5,07
YEPB41JWK;747,08;0,0;100,0;100,0;64,52;41,88
YETI19PZC;58119,21;0,82;99,49;99,18;1650,36;17,93
YGCG78ADY;71093,39;0,0;100,0;100,0;2396,52;13,94
YINX18ZNT;14295,4;0,0;100,0;100,0;790,61;11,95
YIRD60PKX;41142,74;0,0;100,0;100,0;750,48;13,97
YJWV38UJM;122674,85;0,0;100,0;100,0;21439,54;10,11
YKAI34NXM;242225,92;0,0;100,0;100,0;11654,13;7,77
YKKF67SRL;18707,27;0,0;100,0;100,0;1216,31;18,51
YKKN74YKQ;24922,95;0,0;100,0;100,0;287,29;19,29
YLEK88IIW;186106,88;0,0;100,0;100,0;2194,88;6,12
YLFB21NCQ;25670,27;0,0;100,0;100,0;496,96;11,58
YLYH48XYT;11914,91;0,0;100,0;100,0;151,08;14,5
YOLQ59KBB;889001,75;0,0;100,0;100,0;60950,53;21,29
YPPD13THS;14427,62;0,0;100,0;100,0;707,21;163,58
YSHC86IPA;64727,37;0,0;100,0;100,0;1084,85;10,91
YSPM28TQQ;194219,66;0,0;100,0;100,0;1646,81;7,89
YTAW64TVM;1308,17;0,0;100,0;100,0;218,63;42,69
YTIG50ZCW;11483,75;0,0;100,0;100,0;327,63;32,65
YUGB62XTR;8,23;0,0;100,0;100,0;171,19;34,73
YUVA79CUQ;52067,8;0,0;100,0;100,0;3624,05;13,55
YWBF87LOB;62084,33;0,0;100,0;100,0;529,95;11,88
YXHD21XCT;58509,37;0,0;100,0;100,0;1587,58;45,62
YXJK87KND;12796,45;0,0;100,0;100,0;3639,03;105,71
YXMO56NPP;290040,48;0,0;100,0;100,0;35183,26;7,47
YYAM17YQZ;344293,47;0,0;100,0;100,0;8288,76;17,84
YYXK56YSS;115771,38;0,0;100,0;100,0;4891,49;10,86
YZBJ73ISL;5582,52;0,0;100,0;100,0;320,91;20,72
YZGF02JTH;92361,31;0,0;100,0;100,0;5292,85;13,31
YZGY35ARL;38982,94;8,35;98,99;91,65;322,58;9,12
YZJH39MDL;32013,8;0,0;100,0;100,0;1084,82;31,85
ZAFX55LEG;30,92;0,0;100,0;100,0;760,1;179,17
ZAJS51NRK;20328,29;0,0;100,0;100,0;1322,39;11,94
